mean_value,std_dev,skewness,kurt,mean_value_2,std_dev_2,skewness_2,kurt_2,hp,target,defect_type
6.2871746332638185,13.779701486017077,6.048761735935331,54.899525708096625,0.018999178414940292,6.332342289265894,-2.436840652048949,50.823228967055705,0,ball,0.007
6.379447320076156,13.593916832885252,5.410041940863596,42.22502465828024,0.018568612972310456,6.008987296531389,-2.2032777222571895,46.87386179125262,0,ball,0.007
6.385081074243509,13.981263863177073,5.416469996966182,41.189446804444955,0.017298827025111953,6.225276027326978,-2.0361510201069932,40.16864508645242,0,ball,0.007
6.344816506578504,13.808440342548666,5.519189186273841,46.168829867858435,0.016665541554370968,5.843467206148992,-2.464726395191377,49.37388500499173,0,ball,0.007
6.279877452747959,13.782992688917105,5.556769820760756,45.191941659113645,0.015370627671895521,5.935168607607675,-2.202875061305401,52.8967938344648,0,ball,0.007
6.057008458100955,13.587077930924133,5.877100692635798,50.56246978676028,0.014986678838755933,6.006400738089255,-2.3619124299011998,41.75853592962138,0,ball,0.007
6.095143230095456,13.79204070688079,6.1726131563702635,55.543711298588505,0.014457959458085267,6.087939983632623,-2.7311434570038142,46.34649295862017,0,ball,0.007
6.122627633090257,14.10594855115444,6.157606957813844,54.80325779501319,0.013843028928293538,6.013355839174495,-2.746098382101635,47.919934221205544,0,ball,0.007
6.319298921000581,14.36565105644075,5.957989881954316,48.808139964844045,0.014027294414902997,6.343286104294607,-2.746574556371267,43.68988719260443,0,ball,0.007
6.326806338557019,14.116244983673578,6.1119374038503125,55.00487413124648,0.01322598884960049,6.283842106267068,-3.2474999903414936,50.79819372325974,0,ball,0.007
3.5246058368904483,6.443566082135641,3.6913678154837855,17.844177424139808,0.012110286138903402,2.476012180534415,-1.1446565586929747,19.975241876746505,0,ball,0.007
5.9288493654897785,13.962104906987756,7.484050907603703,96.02406288410377,0.005152450415101463,6.6221291757421765,-3.90058674372133,76.92595369325397,1,ball,0.007
5.864653091463646,14.024002965639953,7.523133370058813,90.56071593331082,0.004488495219459941,6.609951057498367,-3.9848648119826184,80.66885682967946,1,ball,0.007
6.0037966157625515,13.536962125804454,6.809742607361468,77.86661258090652,0.004190896066111038,6.033296629221329,-4.01394469957807,77.02795388949494,1,ball,0.007
6.160588926441177,13.947506388275357,6.362429446870324,62.62138335332074,0.004608688979589008,6.325900046565414,-3.4263125322517327,55.96374801130882,1,ball,0.007
5.951506281738241,14.170116195781755,7.478630351524871,89.22918197520472,0.004956155644308194,6.8645977774972025,-3.8815095609929315,68.05369270659705,1,ball,0.007
6.065996290657235,14.036440913199035,6.640237433513423,72.97812286457972,0.004953931291533215,6.72645210689286,-3.581638795498372,68.19333584267493,1,ball,0.007
6.107703982302114,14.018303098902173,6.008137391427217,53.13678648882961,0.004803396327459787,6.211642599463613,-2.868096671495463,44.71416821402352,1,ball,0.007
6.216996318111414,14.030493467970874,5.951838139461135,52.0870727495121,0.004879422402580657,6.24226057594633,-2.743078450506725,42.77210420817268,1,ball,0.007
6.114689198193817,13.829680734482393,6.20576166552209,60.24873520398938,0.005044215866735836,6.5165041537857835,-3.0773078663949995,60.114832138350735,1,ball,0.007
6.165354221865391,14.211537465222113,6.752295185330752,71.21343802857608,0.00508237409629306,6.657675707015622,-3.626660146120643,62.8164395361657,1,ball,0.007
2.639529116426657,4.492303515450681,3.346749064699797,13.026705039851553,0.004793752506072486,1.52380978223051,-0.7484798551620759,13.348273450474895,1,ball,0.007
13.172841484178837,28.824043548836766,8.131983868299642,102.8719708347215,0.01874355894184488,14.556099254864767,-4.38251230641572,71.78292111471329,0,inner,0.007
12.406840294418211,29.184596002528327,10.699198398899584,176.95417038070616,0.01775873977685772,14.311348806697344,-5.831801975528604,122.74472194134698,0,inner,0.007
12.861515415049265,29.523691124170547,10.79777082563966,193.54888525314902,0.018241382921580823,14.916639939307982,-6.130505759021133,155.08428556013615,0,inner,0.007
13.017260559002006,29.180760088241662,9.312038082004378,143.1011685335967,0.017857235398376435,15.04216621821605,-5.010984902694371,111.14159393198837,0,inner,0.007
12.845413189186285,29.167673194212988,9.480251191495162,145.38626142809787,0.017411600019498888,14.51207129294295,-5.444597383649458,116.87368341948891,0,inner,0.007
13.735789995468304,28.735711196497448,7.397351851377017,85.46083209301317,0.015812408650524405,14.702200224266734,-4.032994002244665,63.059509932044335,0,inner,0.007
12.251427364193416,29.764352488369315,10.773547204911097,184.4362665222968,0.015455765582884312,15.342294914129944,-5.814887866982019,130.47376432925336,0,inner,0.007
13.074479328837004,29.148092756902557,9.289306779228209,138.9590831822238,0.015457462155028757,14.59113927711061,-5.332367248398517,116.092124835969,0,inner,0.007
14.00895398489527,28.455201089836414,6.972428817414801,75.1969676006334,0.015464192015153888,14.199751807915302,-3.8698522781844122,57.91111955555047,0,inner,0.007
