mean_value,std_dev,skewness,kurt,mean_value_2,std_dev_2,skewness_2,kurt_2,hp,target,defect_type
0.015263311719893546,0.13742061759945678,-0.02480805141038254,-0.035493941295261955,1093.5132934264584,18298796.556118697,0.0021439548327309606,-0.032455629690372856,0,ball,0.007
0.014904221793080505,0.1362675961242987,-0.02041299209174542,-0.06008432759360005,-1908.7752097272833,18098842.875244748,0.0024348006730715065,-0.06978048177366691,0,ball,0.007
0.01396657854291417,0.13961381729079775,0.011748912633649553,-0.026775184006130548,-3242.0427544995923,18626854.20659739,-0.001740886113038262,-0.05245843339292877,0,ball,0.007
0.013386590375914838,0.1380758582486351,-0.01438911490986038,-0.12130342223990809,-1188.0505389789184,18426478.73624668,0.00023245398110354493,-0.12910635377700563,0,ball,0.007
0.012345015715236196,0.1377131545786874,-0.027351009338125447,0.02419949813117439,1762.0962874355987,18380056.935457952,0.00034753093518336003,0.032477889083365685,0,ball,0.007
0.012019252062541582,0.1352659384080108,-0.014574046171371953,-0.07732019084093178,4966.61652691549,18024263.221258566,0.00021267141885693676,-0.0884917104911227,0,ball,0.007
0.01159681243512974,0.13716089249240845,0.01888332411452223,-0.020297302564005193,-3420.883832299872,18344785.3158991,-0.0025307072285308814,-0.030419870687250494,0,ball,0.007
0.011133899387890885,0.13993355240802102,0.0073697057023103,-0.09486747851186417,-4192.775568873428,18792647.080467835,-0.0022162999278044827,-0.11580004703490143,0,ball,0.007
0.01126606743845642,0.14282342764816344,-0.007531658032213338,0.06357494536080921,-67.24814371320512,19168760.530036174,0.0006383311050519875,0.1028076369938371,0,ball,0.007
0.010784420206254159,0.14080163536410423,-0.015332986616775932,0.038388706620237745,-3352.17377243441,18867989.315400872,0.001053185600950276,0.036386547465130814,0,ball,0.007
0.009826725141704145,0.14451480372360812,0.00017673189495252494,0.3997673153741652,3634.6044899626872,19370921.4081694,0.0014188752417876609,0.5052184932844721,0,ball,0.007
0.004208585921490353,0.13840733418876847,0.017413049045234153,-0.016361597281586704,-8682.8074250056,18665650.854110226,-0.0010255755855161299,-0.014322341895512736,1,ball,0.007
0.0036719679341317367,0.13871584110493076,0.006582515625035817,0.11545101515279343,1464.840000190338,18741729.306516677,0.0008178842885700966,0.1403802072460114,1,ball,0.007
0.003378989105123087,0.13514125529436338,0.036272901443006884,-0.05445965768210215,7971.828862192778,18219707.184958972,0.00028856203347240786,-0.06061228896423643,1,ball,0.007
0.0037303633632734534,0.1391398586080767,0.026070695192804503,-0.018241855403680507,3793.6724550503627,18754695.64940632,-0.000920860857326065,-0.045277261888654774,1,ball,0.007
0.003978469487691284,0.1402446319204269,0.013067271748240723,-0.010169190573762865,2904.3401198826837,18926206.19808179,-0.0002874214186552427,-0.004027243537609415,1,ball,0.007
0.003985021037924151,0.13953118522273159,0.0033986741500915793,-0.04644684774806729,-558.4519759739361,18805967.29895363,0.0010744284352067932,-0.05388189359610562,1,ball,0.007
0.003859607581503659,0.13953437774132968,0.0047013395755198025,-0.08140396357148072,-1290.871976120575,18800358.08154947,0.0011861575465914442,-0.09388305502384453,1,ball,0.007
0.003927586683300066,0.14003591174181182,-0.016572118919468484,-0.003378381557032295,-2842.4523352584392,18870259.55649178,0.00276438248577012,-0.005068762217316447,1,ball,0.007
0.004070854467731204,0.1379766377975671,-0.009367052611898716,-0.1380750344946131,-5249.740958011411,18584884.20574156,0.0003819562981092986,-0.14776283644070443,1,ball,0.007
0.004094001473719228,0.14135601025710562,-0.0014881235211838912,-0.1357542141731809,-5926.120838261159,19052685.63544967,-0.000635582185699732,-0.14918897431927913,1,ball,0.007
0.004001664302600473,0.1387004682636809,-0.020865858120771685,0.08495427737185413,1302.2458912170737,18729399.64202377,0.004009845646805499,0.09389677927749851,1,ball,0.007
0.015135732461743179,0.28890600468357347,0.12677454636248592,2.632106309795958,-5552.84491009286,35487915.22937662,-0.04962335246414921,2.783368812955895,0,inner,0.007
0.014233161663339986,0.2891423143296357,0.13552782483453393,2.129411829842863,-15506.544790078755,35539305.94885969,-0.04664877678282875,2.2891783563309573,0,inner,0.007
0.014650592874251498,0.29361131306374133,0.135484561072291,2.170902739099672,-28982.975329671248,36219034.73480682,-0.06040732048395876,2.3870140549589705,0,inner,0.007
0.014365451540252825,0.29133163196676204,0.1643582555054451,2.5873811982633415,2692.849580845752,35832569.34495737,-0.052610111859739885,2.699247837335344,0,inner,0.007
0.013965874657351962,0.2906052952755096,0.14554820079480874,2.463266247620683,7314.453892357546,35700712.53710097,-0.044525697925715785,2.653069337451531,0,inner,0.007
0.0128158474750499,0.29046544163492594,0.1582505438358026,2.2655722768081317,4478.336526611885,35597994.80609351,-0.047799545968823805,2.4822249304122277,0,inner,0.007
0.012396101563539588,0.293565749521341,0.19596200689475854,2.0515817315096214,-173.96802392230057,36199023.726636626,-0.05521920733892256,2.1699369160631656,0,inner,0.007
